277 |  1208,   1208,   2416,  21984, 8219.840000
278 |  1198,   1198,   2396,   4984, 8049.840000
279 |  1212,   1212,   2424,  28784, 8287.840000
280 |  1213,   1213,   2426,  -2284, 7977.160000
281 |  1208,   1208,   2416,  21984, 8219.840000
282 |  1206,   1206,   2412,  18584, 8185.840000
283 |  1196,   1196,   2392,   1584, 8015.840000
284 |  1205,   1205,   2410, -15884, 7841.160000
285 |  1200,   1200,   2400,   8384, 8083.840000
286 |  1186,   1186,   2372, -15416, 7845.840000
287 |  1195,   1195,   2390,  32652, 8326.520000
288 |  1194,   1194,   2388,  -1816, 7981.840000
289 |  1198,   1198,   2396,   4984, 8049.840000
290 |  1195,   1195,   2390,  32652, 8326.520000
291 |  1197,   1197,   2394, -29484, 7705.160000
292 |  1201,   1201,   2402, -22684, 7773.160000
293 |  1206,   1206,   2412,  18584, 8185.840000
294 |  1207,   1207,   2414, -12484, 7875.160000
295 |  1208,   1208,   2416,  21984, 8219.840000
296 |  1208,   1208,   2416,  21984, 8219.840000
297 |  1213,   1213,   2426,  -2284, 7977.160000
298 |  1208,   1208,   2416,  21984, 8219.840000
299 |  1218,   1218,   2436, -26552, 7734.480000
300 |  1212,   1212,   2424,  28784, 8287.840000
301 |  1210,   1210,   2420,  25384, 8253.840000
302 |  1209,   1209,   2418,  -9084, 7909.160000
303 |  1200,   1200,   2400,   8384, 8083.840000
304 |  1203,   1203,   2406, -19284, 7807.160000
305 |  1204,   1204,   2408,  15184, 8151.840000
306 |  1197,   1197,   2394, -29484, 7705.160000
307 |  1204,   1204,   2408,  15184, 8151.840000
308 |  1204,   1204,   2408,  15184, 8151.840000
309 |  1200,   1200,   2400,   8384, 8083.840000
310 |  1208,   1208,   2416,  21984, 8219.840000
311 |  1206,   1206,   2412,  18584, 8185.840000
312 |  1206,   1206,   2412,  18584, 8185.840000
313 |  1208,   1208,   2416,  21984, 8219.840000
314 |  1201,   1201,   2402, -22684, 7773.160000
315 |  1217,   1217,   2434,   4516, 8045.160000
316 |  1212,   1212,   2424,  28784, 8287.840000
317 |  1211,   1211,   2422,  -5684, 7943.160000
318 |  1214,   1214,   2428,  32184, 8321.840000
319 |  1204,   1204,   2408,  15184, 8151.840000
320 |  1206,   1206,   2412,  18584, 8185.840000
321 |  1195,   1195,   2390,  32652, 8326.520000
322 |  1189,   1189,   2378,  22452, 8224.520000
323 |  1188,   1188,   2376, -12016, 7879.840000
324 |  1191,   1191,   2382,  25852, 8258.520000
325 |  1196,   1196,   2392,   1584, 8015.840000
326 |  1195,   1195,   2390,  32652, 8326.520000
327 |  1202,   1202,   2404,  11784, 8117.840000
328 |  1200,   1200,   2400,   8384, 8083.840000
329 |  1210,   1210,   2420,  25384, 8253.840000
330 |  1206,   1206,   2412,  18584, 8185.840000
331 |  1203,   1203,   2406, -19284, 7807.160000
332 |  1216,   1216,   2432, -29952, 7700.480000
333 |  1213,   1213,   2426,  -2284, 7977.160000
334 |  1209,   1209,   2418,  -9084, 7909.160000
335 |  1218,   1218,   2436, -26552, 7734.480000
336 |  1218,   1218,   2436, -26552, 7734.480000
337 |  1218,   1218,   2436, -26552, 7734.480000
338 |  1215,   1215,   2430,   1116, 8011.160000
339 |  1221,   1221,   2442,  11316, 8113.160000
340 |  1217,   1217,   2434,   4516, 8045.160000
341 |  1207,   1207,   2414, -12484, 7875.160000
342 |  1205,   1205,   2410, -15884, 7841.160000
343 |  1193,   1193,   2386,  29252, 8292.520000
344 |  1196,   1196,   2392,   1584, 8015.840000
345 |  1197,   1197,   2394, -29484, 7705.160000
346 |  1186,   1186,   2372, -15416, 7845.840000
347 |  1195,   1195,   2390,  32652, 8326.520000
348 |  1194,   1194,   2388,  -1816, 7981.840000
349 |  1202,   1202,   2404,  11784, 8117.840000
350 |  1208,   1208,   2416,  21984, 8219.840000
351 |  1203,   1203,   2406, -19284, 7807.160000
352 |  1208,   1208,   2416,  21984, 8219.840000
353 |  1207,   1207,   2414, -12484, 7875.160000
354 |  1209,   1209,   2418,  -9084, 7909.160000
355 |  1212,   1212,   2424,  28784, 8287.840000
356 |  1211,   1211,   2422,  -5684, 7943.160000
357 |  1219,   1219,   2438,   7916, 8079.160000
358 |  1215,   1215,   2430,   1116, 8011.160000
359 |  1213,   1213,   2426,  -2284, 7977.160000
360 |  1216,   1216,   2432, -29952, 7700.480000
361 |  1205,   1205,   2410, -15884, 7841.160000
362 |  1208,   1208,   2416,  21984, 8219.840000
363 |  1209,   1209,   2418,  -9084, 7909.160000
364 |  1202,   1202,   2404,  11784, 8117.840000
365 |  1203,   1203,   2406, -19284, 7807.160000
366 |  1213,   1213,   2426,  -2284, 7977.160000
367 |  1199,   1199,   2398, -26084, 7739.160000
368 |  1202,   1202,   2404,  11784, 8117.840000
369 |  1205,   1205,   2410, -15884, 7841.160000
370 |  1200,   1200,   2400,   8384, 8083.840000
371 |  1191,   1191,   2382,  25852, 8258.520000
372 |  1210,   1210,   2420,  25384, 8253.840000
373 |  1197,   1197,   2394, -29484, 7705.160000
374 |  1196,   1196,   2392,   1584, 8015.840000
375 |  1203,   1203,   2406, -19284, 7807.160000
376 |  1206,   1206,   2412,  18584, 8185.840000
377 |  1211,   1211,   2422,  -5684, 7943.160000
378 |  1206,   1206,   2412,  18584, 8185.840000
379 |  1200,   1200,   2400,   8384, 8083.840000
380 |  1204,   1204,   2408,  15184, 8151.840000
381 |  1200,   1200,   2400,   8384, 8083.840000
382 |  1192,   1192,   2384,  -5216, 7947.840000
383 |  1195,   1195,   2390,  32652, 8326.520000
384 |  1195,   1195,   2390,  32652, 8326.520000
385 |  1198,   1198,   2396,   4984, 8049.840000
386 |  1196,   1196,   2392,   1584, 8015.840000
387 |  1190,   1190,   2380,  -8616, 7913.840000
388 |  1206,   1206,   2412,  18584, 8185.840000
389 |  1194,   1194,   2388,  -1816, 7981.840000
390 |  1197,   1197,   2394, -29484, 7705.160000
391 |  1189,   1189,   2378,  22452, 8224.520000
392 |  1202,   1202,   2404,  11784, 8117.840000
393 |  1198,   1198,   2396,   4984, 8049.840000
394 |  1197,   1197,   2394, -29484, 7705.160000
395 |  1206,   1206,   2412,  18584, 8185.840000
396 |  1202,   1202,   2404,  11784, 8117.840000
397 |  1214,   1214,   2428,  32184, 8321.840000
398 |  1214,   1214,   2428,  32184, 8321.840000
399 |  1208,   1208,   2416,  21984, 8219.840000
400 |  1215,   1215,   2430,   1116, 8011.160000
401 |  1209,   1209,   2418,  -9084, 7909.160000
402 |  1209,   1209,   2418,  -9084, 7909.160000
403 |  1200,   1200,   2400,   8384, 8083.840000
404 |  1200,   1200,   2400,   8384, 8083.840000
405 |  1203,   1203,   2406, -19284, 7807.160000
406 |  1200,   1200,   2400,   8384, 8083.840000
407 |  1203,   1203,   2406, -19284, 7807.160000
408 |  1207,   1207,   2414, -12484, 7875.160000
409 |  1203,   1203,   2406, -19284, 7807.160000
410 |  1206,   1206,   2412,  18584, 8185.840000
411 |  1204,   1204,   2408,  15184, 8151.840000
412 |  1201,   1201,   2402, -22684, 7773.160000
413 |  1209,   1209,   2418,  -9084, 7909.160000
414 |  1202,   1202,   2404,  11784, 8117.840000
415 |  1203,   1203,   2406, -19284, 7807.160000
416 |  1208,   1208,   2416,  21984, 8219.840000
417 |  1203,   1203,   2406, -19284, 7807.160000
418 |  1207,   1207,   2414, -12484, 7875.160000
419 |  1206,   1206,   2412,  18584, 8185.840000
420 |  1207,   1207,   2414, -12484, 7875.160000
421 |  1195,   1195,   2390,  32652, 8326.520000
422 |  1196,   1196,   2392,   1584, 8015.840000
423 |  1194,   1194,   2388,  -1816, 7981.840000
424 |  1195,   1195,   2390,  32652, 8326.520000
425 |  1200,   1200,   2400,   8384, 8083.840000
426 |  1198,   1198,   2396,   4984, 8049.840000
427 |  1205,   1205,   2410, -15884, 7841.160000
428 |  1214,   1214,   2428,  32184, 8321.840000
429 |  1223,   1223,   2446,  14716, 8147.160000
430 |  1219,   1219,   2438,   7916, 8079.160000
431 |  1218,   1218,   2436, -26552, 7734.480000
432 |  1221,   1221,   2442,  11316, 8113.160000
433 |  1210,   1210,   2420,  25384, 8253.840000
434 |  1211,   1211,   2422,  -5684, 7943.160000
435 |  1201,   1201,   2402, -22684, 7773.160000
436 |  1214,   1214,   2428,  32184, 8321.840000
437 |  1207,   1207,   2414, -12484, 7875.160000
438 |  1207,   1207,   2414, -12484, 7875.160000
439 |  1206,   1206,   2412,  18584, 8185.840000
440 |  1214,   1214,   2428,  32184, 8321.840000
441 |  1215,   1215,   2430,   1116, 8011.160000
442 |  1211,   1211,   2422,  -5684, 7943.160000
443 |  1204,   1204,   2408,  15184, 8151.840000
444 |  1209,   1209,   2418,  -9084, 7909.160000
445 |  1210,   1210,   2420,  25384, 8253.840000
446 |  1202,   1202,   2404,  11784, 8117.840000
447 |  1210,   1210,   2420,  25384, 8253.840000
448 |  1202,   1202,   2404,  11784, 8117.840000
449 |  1202,   1202,   2404,  11784, 8117.840000
450 |  1193,   1193,   2386,  29252, 8292.520000
451 |  1194,   1194,   2388,  -1816, 7981.840000
452 |  1194,   1194,   2388,  -1816, 7981.840000
453 |  1189,   1189,   2378,  22452, 8224.520000
454 |  1192,   1192,   2384,  -5216, 7947.840000
455 |  1195,   1195,   2390,  32652, 8326.520000
456 |  1197,   1197,   2394, -29484, 7705.160000
457 |  1194,   1194,   2388,  -1816, 7981.840000
